Dates,USDZAR Curncy,ZAR1W Curncy,USDZARV1W Curncy,USDZAR25R1W Curncy,USDZAR25B1W Curncy,USDZAR10R1W Curncy,USDZAR10B1W Curncy,USOSFR1Z Curncy
2/16/2024,18.8852,110,10.785,0.75,0.21,1.345,0.79,5.3078
2/9/2024,19.0413,111,12.22,0.9975,0.2175,1.805,0.7675,5.312
2/2/2024,18.9029,109,12.46,1.12,0.22,1.955,0.735,5.312
1/26/2024,18.7806,111,13.065,1.145,0.225,2.055,0.77,5.3208
1/19/2024,19.0203,110,12.0175,1.105,0.2325,1.975,0.8125,5.3145
1/12/2024,18.6536,106,11.31,0.91,0.225,1.645,0.785,5.321
1/5/2024,18.6807,106,14.545,1.095,0.27,1.945,0.915,5.3266
12/29/2023,18.3005,105,13.855,0.9675,0.2475,1.72,0.88,5.3405
12/22/2023,18.5063,119,11.925,0.875,0.255,1.64,0.915,5.3575
12/15/2023,18.3057,129,15.385,1.2575,0.2875,2.11,0.94,5.3454
12/8/2023,18.9548,117,15.3925,1.385,0.305,2.435,1.03,5.3255
12/1/2023,18.6413,111,14.3975,1.3925,0.285,2.485,1,5.3215
11/24/2023,18.7727,102,13.645,1.5125,0.2875,2.625,1,5.3155
11/17/2023,18.3442,99,12.8625,1.335,0.28,2.4,0.9525,5.3148
11/10/2023,18.7261,97,13.475,1.555,0.295,2.83,1.035,5.31
11/3/2023,18.2642,103,13.5625,1.615,0.2975,2.9225,1.0175,5.311
10/27/2023,18.8449,109,15.0775,1.7775,0.355,3.255,1.25,5.3066
10/20/2023,18.998,105,14.615,1.7725,0.3425,3.19,1.215,5.3025
10/13/2023,19.0054,108,13.8775,1.6,0.365,2.985,1.2625,5.3042
10/6/2023,19.3094,106,14.7175,1.7725,0.3725,3.3125,1.295,5.3097
9/29/2023,18.9224,111,13.8775,1.625,0.38,3.1,1.3075,5.31
9/22/2023,18.7571,114,13.16,1.6475,0.35,3.06,1.2225,5.3093
9/15/2023,18.9742,109,15.2175,1.6975,0.38,3.205,1.3125,5.3147
9/8/2023,19.1258,113,15.47,1.685,0.4,3.205,1.3675,5.3012
9/1/2023,18.8456,115,13.7475,1.6025,0.3375,2.975,1.1625,5.3052
8/25/2023,18.6223,116,14.955,1.575,0.385,2.9675,1.3125,5.3038
8/18/2023,18.9862,128,15.55,1.705,0.3675,3.1575,1.255,5.3009
8/11/2023,18.9549,112,15.5725,1.7375,0.3925,3.2775,1.2825,5.2988
8/4/2023,18.4551,113,17.4925,2.05,0.3925,3.8125,1.325,5.3039
7/28/2023,17.6184,111,16.065,1.6625,0.3775,3.1075,1.285,5.3061
7/21/2023,17.9767,121,15.42,1.7125,0.3625,3.2425,1.235,5.231
7/14/2023,18.1024,124,13.9625,1.4875,0.365,2.7725,1.24,5.054
7/7/2023,18.8696,127,13.9525,1.68,0.395,3.1475,1.365,5.0565
6/30/2023,18.8387,126,13.085,1.5125,0.3825,2.8175,1.3475,5.0633
6/23/2023,18.7452,148,13.775,1.65,0.4,3.1475,1.3675,5.073
6/16/2023,18.1866,130,13.68,1.68,0.4,3.2,1.41,5.0732
6/9/2023,18.7198,127,14.0575,1.75,0.405,3.33,1.41,5.121
6/2/2023,19.5157,127,15.08,2.6075,0.435,4.88,1.4625,5.0533
5/26/2023,19.6507,131,16.9,3.035,0.4975,5.79,1.6975,5.0481
5/19/2023,19.4529,112,16.74,2.7825,0.3975,5,1.26,5.0586
5/12/2023,19.3312,137,17.045,3.3125,0.4525,6.055,1.4,5.0473
5/5/2023,18.399,118,12.685,1.255,0.32,2.325,1.08,5.0426
4/28/2023,18.2902,117,13.63,1.235,0.3,2.245,1.01,4.9644
4/21/2023,18.086,125,12.665,1.445,0.315,2.625,1.035,4.8039
4/14/2023,18.0969,116,14,1.685,0.35,3.085,1.165,4.7994
4/7/2023,18.1964,113,14.88,1.7375,0.3275,3.14,1.075,4.8039
3/31/2023,17.7917,109,14.605,1.7825,0.3275,3.19,1.065,4.7995
3/24/2023,18.1704,113,15.99,2.0075,0.3475,3.615,1.115,4.7875
3/17/2023,18.411,109,17.615,2.0425,0.3975,3.725,1.3,4.6937
3/10/2023,18.3197,121,16.76,1.6725,0.3625,3.05,1.215,4.5222
3/3/2023,18.143,96,14.9475,1.5625,0.3625,2.88,1.245,4.551
2/24/2023,18.4269,111,15.305,1.6825,0.3675,3.0825,1.25,4.553
2/17/2023,18.0754,127,15.9775,1.78,0.375,3.29,1.2725,4.5535
2/10/2023,17.887,114,17.16,1.9375,0.3875,3.58,1.2975,4.5556
2/3/2023,17.4793,109,14.885,1.7,0.42,3.17,1.395,4.5617
1/27/2023,17.2056,113,16.305,1.945,0.395,3.715,1.29,4.4932
1/20/2023,17.1162,99,16.29,2.1175,0.4125,3.91,1.385,4.3146
1/13/2023,16.8359,94,15.22,1.885,0.39,3.455,1.3225,4.3115
1/6/2023,17.1031,95,18.3675,2.2575,0.4175,4.075,1.4225,4.313
12/30/2022,17.019,97,14.6275,1.75,0.41,3.2025,1.3775,4.308
12/23/2022,17.0044,145,12.7225,1.64,0.395,2.9875,1.3175,4.3135
12/16/2022,17.6408,118,17.905,2.2225,0.48,4.13,1.6325,4.297
12/9/2022,17.3665,107,20.0775,2.3425,0.4875,4.38,1.675,4.1729
12/2/2022,17.5307,109,20.0775,2.6425,0.535,4.875,1.785,3.805
11/25/2022,17.0872,103,15.325,1.375,0.4,2.5375,1.3825,3.8062
11/18/2022,17.2548,91,14.92,1.3175,0.44,2.5275,1.52,3.7976
11/11/2022,17.2419,96,15.3975,1.4,0.4375,2.6075,1.53,3.785
11/4/2022,17.9089,92,17.2975,1.7,0.4625,3.1825,1.535,3.797
10/28/2022,18.1366,114,17.23,1.9275,0.4875,3.545,1.66,3.572
10/21/2022,18.086,113,16.385,2.1875,0.5025,4.14,1.66,3.039
10/14/2022,18.3556,110,16.635,2.285,0.5175,4.2525,1.725,3.0265
10/7/2022,18.1041,97,17.35,2.2825,0.43,4.1525,1.405,3.031
9/30/2022,18.0855,116,17.695,2.38,0.4875,4.3775,1.57,3.0183
9/23/2022,17.949,119,16.055,1.4775,0.375,2.69,1.25,3.0304
9/16/2022,17.6079,110,17.5,1.4875,0.4,2.83,1.34,2.8381
9/9/2022,17.321,111,14.575,1.405,0.35,2.7,1.225,2.273
9/2/2022,17.2943,107,14.305,1.52,0.35,3.015,1.21,2.2761
8/26/2022,16.883,133,15.025,1.72,0.38,3.285,1.255,2.284
8/19/2022,17.0049,114,15.185,1.69,0.4175,3.3075,1.3575,2.2811
8/12/2022,16.1998,107,14.3075,1.42,0.375,2.8425,1.32,2.2868
8/5/2022,16.7746,119,15.79,1.395,0.365,2.88,1.245,2.3
7/29/2022,16.5935,166,14.96,1.38,0.355,2.8,1.25,2.2804
7/22/2022,16.8306,159,15.5775,1.7925,0.39,3.42,1.3125,2.0813
7/15/2022,17.0765,134,16.78,2.0375,0.3775,3.87,1.14,1.518
7/8/2022,16.8781,126,16.585,1.97,0.355,3.65,1.065,1.5212
7/1/2022,16.3816,127,15.67,1.825,0.35,3.485,1.06,1.4929
6/24/2022,15.8061,101,14.7925,1.9525,0.325,3.6725,0.99,1.483
6/17/2022,16.0199,147,16.2025,2.285,0.35,4.2125,1.02,1.477
6/10/2022,15.8583,138,17.07,2.0275,0.3325,3.72,0.995,1.1415
6/3/2022,15.5483,155,15.13,1.825,0.33,3.465,0.99,0.79
5/27/2022,15.6101,147,15.015,1.785,0.305,3.3125,0.93,0.7817
5/20/2022,15.8438,150,15.41,1.8025,0.2925,3.3925,0.865,0.7829
5/13/2022,16.1726,149,18.17,2.425,0.36,4.415,1.0125,0.7799
5/6/2022,15.9904,123,19.1825,2.2175,0.29,4.025,0.835,0.7852
4/29/2022,15.8119,120,17.6075,2.1725,0.2825,4.005,0.8225,0.6555
4/22/2022,15.5926,120,16.8,2.1375,0.2725,3.925,0.81,0.2827
4/15/2022,14.6371,123,11.5175,1.3775,0.2475,2.5,0.765,0.2925
4/8/2022,14.6491,125,13.1375,1.68,0.245,3.09,0.7325,0.3088
4/1/2022,14.6373,126,13.49,1.7225,0.275,3.1575,0.83,0.297
3/25/2022,14.5418,141,14.0575,1.7325,0.2725,3.165,0.83,0.307
3/18/2022,14.9684,121,14.7225,1.795,0.2125,3.34,0.63,0.3065
3/11/2022,15.0363,127,17.15,2.2575,0.2625,4.18,0.765,0.245
3/4/2022,15.3045,132,17.685,2.5025,0.2675,4.62,0.75,0.0771
2/25/2022,15.1416,131,16.0525,1.7725,0.2375,3.305,0.7225,0.0533
2/18/2022,15.1126,129,14.92,1.72,0.26,3.155,0.82,0.06
2/11/2022,15.2163,122,15.125,1.535,0.25,2.82,0.755,0.0865
2/4/2022,15.4503,123,14.1,1.8,0.28,1.63,0.8525,0.0612
1/28/2022,15.5963,155,16.59,1.8,0.275,1.63,0.8525,0.048
1/21/2022,15.1072,159,15.14,1.05,0.25,1.63,0.8525,0.0555
1/14/2022,15.3725,140,14.15,0.9525,0.2825,1.63,0.8525,0.0471
1/7/2022,15.5724,138,14.2225,1.03,0.3025,1.7325,0.945,0.051
12/31/2021,15.9359,153,13.5525,1.0425,0.3025,1.8025,0.8975,0.051
12/24/2021,15.6063,176,12.3925,1.075,0.3125,1.865,0.925,0.053
12/17/2021,15.9236,177,12.715,1.12,0.335,1.92,1.015,0.053
12/10/2021,15.9646,174,16.2775,1.215,0.3525,2.1325,1.0875,0.0535
12/3/2021,16.0844,155,17.1925,1.57,0.3275,2.6725,0.9875,0.0519
11/26/2021,16.2828,163,16.4275,1.5725,0.3525,2.705,0.935,0.0539
11/19/2021,15.7451,130,15.9225,1.16,0.295,1.9575,0.82,0.0463
11/12/2021,15.3373,134,15.7825,1.125,0.375,1.9525,1.0425,0.0435
11/5/2021,15.0359,137,13.825,1.06,0.255,1.845,0.8325,0.043
10/29/2021,15.2438,115,15.855,1.385,0.255,2.33,0.805,0.0421
10/22/2021,14.8216,120,14.615,1.18,0.3,2.005,0.99,0.043
10/15/2021,14.6057,118,13.3875,1.1,0.3025,1.9325,0.9725,0.0524
10/8/2021,14.9313,132,14.105,1.135,0.3,1.925,0.94,0.0521
10/1/2021,14.8751,132,15.72,1.675,0.355,2.8875,1.13,0.0581
9/24/2021,14.9489,144,15.3775,1.775,0.28,3.0425,0.8525,0.0505
9/17/2021,14.769,155,15.1175,1.2375,0.285,2.1575,0.945,0.055
9/10/2021,14.2041,134,13.02,1.1525,0.2925,2.015,1.025,0.0517
9/3/2021,14.3144,135,12.7875,1.125,0.295,1.915,1.0275,0.0521
8/27/2021,14.7271,183,13.48,1.0875,0.255,1.835,0.8725,0.05
8/20/2021,15.3038,158,15.0225,1.07,0.3025,1.87,1.065,0.0496
8/13/2021,14.7522,168,13.64,1.1525,0.305,2.015,1.06,0.0496
8/6/2021,14.6268,129,14.005,1.495,0.32,2.56,1.075,0.0495
7/30/2021,14.6105,125,13.6975,1.4125,0.3175,2.445,1.075,0.0475
7/23/2021,14.8528,150,15.0175,1.79,0.35,3.0625,1.1775,0.0471
7/16/2021,14.4452,113,14.0375,1.7875,0.345,3.0275,1.125,0.0479
7/9/2021,14.2162,122,13.1525,1.5775,0.32,2.735,1.0525,0.0476
7/2/2021,14.2487,125,12.08,1.65,0.3275,2.8325,1.02,0.0481
6/25/2021,14.147,140,12.1725,1.685,0.305,2.915,0.9375,0.0445
6/18/2021,14.3677,118,14.7875,2.0525,0.34,3.5075,1.025,0.0497
6/11/2021,13.7122,110,12.55,1.555,0.2925,2.7225,0.94,0.0175
6/4/2021,13.4303,122,11.55,1.495,0.295,2.5825,0.94,0.01
5/28/2021,13.7822,127,11.1675,1.315,0.2725,2.28,0.9,0.0065
5/21/2021,13.9638,137,11.8225,1.9,0.3075,3.2875,1.005,0.0128
5/14/2021,14.1306,137,12.6075,2.3,0.325,3.99,1.0125,0.0134
5/7/2021,14.0578,132,11.6075,2.27,0.3325,3.9125,1.01,0.0145
4/30/2021,14.4999,146,13.0225,2.4025,0.33,4.12,1,0.02
4/23/2021,14.285,133,12.5125,2.035,0.305,3.49,0.9725,0.0195
4/16/2021,14.3067,136,12.46,2.005,0.295,3.435,0.9175,0.0095
4/9/2021,14.6064,148,13.36,2.3325,0.415,3.9975,1.1475,0.0167
4/2/2021,14.6755,148,15.07,2.29,0.42,3.975,1.245,0.0125
3/26/2021,14.9742,166,17.335,2.5975,0.4275,4.5025,1.235,0.018
3/19/2021,14.7087,132,16.4625,2.3775,0.4825,4.1025,1.4725,0.004
3/12/2021,14.9606,118,18.93,1.9875,0.425,3.4125,1.32,0.0219
3/5/2021,15.3688,123,17.89,2.0325,0.4125,3.49,1.285,0.0191
2/26/2021,15.1105,132,19.9675,2.29,0.3925,3.93,1.2025,0.0217
2/19/2021,14.6907,147,14.855,2.005,0.3525,3.4625,1.065,0.017
2/12/2021,14.5494,141,12.445,1.515,0.34,2.625,1.075,0.03
2/5/2021,14.8339,129,15.6225,1.7275,0.4525,2.9625,1.41,0.0262
1/29/2021,15.1658,157,16.83,1.9175,0.4,3.3225,1.2,0.0381
1/22/2021,15.156,146,16.44,1.9375,0.3875,3.36,1.165,0.0813
1/15/2021,15.2346,157,16.2075,2.035,0.39,3.4975,1.205,0.075
1/8/2021,15.2953,167,18.36,2.36,0.4225,4.055,1.255,0.0834
1/1/2021,14.6944,176,16.7,2.06,0.4325,3.545,1.33,0.0876
12/25/2020,14.6093,236,13.605,1.845,0.4025,3.2075,1.23,0.106
12/18/2020,14.5448,138,13.4975,1.2525,0.355,2.175,1.0975,0.0712
12/11/2020,15.1328,133,15.545,1.445,0.355,2.4675,1.12,0.0735
12/4/2020,15.2285,133,13.59,1.69,0.38,2.88,1.11,0.075
11/27/2020,15.269,136,14.22,1.6675,0.375,2.8825,1.1475,0.0726
11/20/2020,15.4133,128,14.05,1.66,0.4575,2.8625,1.43,0.071
11/13/2020,15.5106,127,16.315,1.62,0.08,2.895,0.21,0.082
11/6/2020,15.5966,130,15.385,1.63,0.315,2.785,0.9525,0.0946
10/30/2020,16.2423,129,21.6475,1.8975,0.3875,3.2425,1.21,0.0786
10/23/2020,16.2034,134,15.1125,1.2,0.31,2.07,0.955,0.085
10/16/2020,16.5579,135,14.775,1.2525,0.44,2.1225,1.3825,0.0801
10/9/2020,16.471,129,14.855,1.315,0.4175,2.2425,1.34,0.075
10/2/2020,16.535,135,17.2425,1.825,0.425,3.1075,1.3275,0.075
9/25/2020,17.1358,157,20.7725,2.16,0.5,3.7525,1.5575,0.0789
9/18/2020,16.3299,130,15.5325,1.06,0.3725,1.78,1.23,0.0797
9/11/2020,16.7494,136,16.8,1.315,0.415,2.295,1.3425,0.0858
9/4/2020,16.5857,146,14.695,1.015,0.4125,1.795,1.3525,0.09
8/28/2020,16.5946,158,14.955,1.1925,0.45,2.0675,1.5,0.0738
8/21/2020,17.1575,151,13.5,1.1575,0.4625,2.045,1.5325,0.08
8/14/2020,17.3655,125,14.1,1.44,0.47,2.495,1.49,0.0955
8/7/2020,17.6384,127,16.585,1.5525,0.4675,2.6925,1.5225,0.0857
7/31/2020,17.0679,128,16.905,1.585,0.4675,2.7625,1.525,0.0783
7/24/2020,16.659,122,15.46,1.03,0.4325,1.75,1.415,0.1048
7/17/2020,16.6823,123,14.24,0.91,0.385,1.605,1.245,0.102
7/10/2020,16.7798,130,13.78,1.2025,0.415,2.1275,1.325,0.0968
7/3/2020,17.0143,133,13.565,1.415,0.4375,2.485,1.3425,0.085
6/26/2020,17.2841,137,16.73,1.7875,0.7425,3.09,2.4275,0.0724
6/19/2020,17.3226,133,19.1975,2.265,0.6275,3.9875,1.9475,0.1001
6/12/2020,17.0585,135,18.1975,1.7425,0.54,3.065,1.7,0.093
6/5/2020,16.8519,148,15.3875,1.2725,0.5275,2.205,1.655,0.0797
5/29/2020,17.5457,132,15.13,1.8975,0.6225,3.3,1.975,0.055
5/22/2020,17.6157,130,17.2775,2.3375,0.84,4.1025,2.6525,0.0705
5/15/2020,18.5868,151,18.1075,3.0475,0.96,5.3725,3.0125,0.0456
5/8/2020,18.3436,159,19.5675,3.3875,0.92,5.945,2.955,0.0722
5/1/2020,18.8146,163,21.1825,3.6425,0.8975,6.37,2.7225,0.0253
4/24/2020,19.0743,146,24.02,4.05,1.24,7.0525,3.9075,0.0489
4/17/2020,18.7999,133,26.005,4.3375,1.26,7.6,3.98,0.0309
4/10/2020,18.0235,163,25.195,4.865,1.2075,8.5025,3.72,-0.02
4/3/2020,19.0447,205,29.64,4.65,1.175,8.085,3.6925,0.0401
3/27/2020,17.6291,193,28.8425,3.3775,1.065,5.93,3.545,0.097
3/20/2020,17.5979,172,32.24,4.605,1.01,8.02,3.07,0.3075
3/13/2020,16.2651,178,31.495,4.7425,0.825,8.1675,2.365,0.3416
3/6/2020,15.6749,180,20.8,2.8375,0.3625,3.895,0.995,1.1229
2/28/2020,15.6368,175,17.615,1.855,0.2325,3.2175,0.675,1.506
2/21/2020,15.0005,157,15.5825,1.6825,0.2375,2.88,0.69,1.5906
2/14/2020,14.917,152,10.87,1.4825,0.215,2.5625,0.6225,1.5818
2/7/2020,15.075,148,14.155,1.9275,0.2275,3.3,0.6275,1.5744
1/31/2020,15.0073,140,13.5475,1.815,0.2625,3.095,0.7375,1.5773
1/24/2020,14.3987,143,10.07,1.1725,0.195,2.0475,0.58,1.6245
1/17/2020,14.4642,138,10.5025,1.08,0.205,1.8225,0.6325,1.5462
1/10/2020,14.3676,141,11.32,1.0725,0.1975,1.81,0.59,1.568
1/3/2020,14.3101,134,13.09,1.095,0.31,1.84,1.07,1.5485
12/27/2019,14.0372,133,9.835,1.18,0.3175,2.0225,0.9775,1.6164
12/20/2019,14.2761,139,7.8375,0.93,0.275,1.585,0.8425,1.54
12/13/2019,14.5228,183,11.11,1.1125,0.2625,1.89,0.825,1.605
12/6/2019,14.6117,145,10.4675,1.165,0.2375,2.0125,0.71,1.635
11/29/2019,14.6585,142,9.3025,0.8775,0.195,1.52,0.6175,1.615
11/22/2019,14.7117,156,9.495,0.99,0.1975,1.6625,0.6075,1.627
11/15/2019,14.7118,149,11.1325,1.005,0.21,1.6875,0.65,1.573
11/8/2019,14.8622,142,11.67,1.2375,0.2175,2.115,0.65,1.589
11/1/2019,15.0233,141,15.76,1.89,0.23,3.2525,0.645,1.603
10/25/2019,14.6266,137,12.9225,1.285,0.2,2.22,0.54,1.69
10/18/2019,14.7608,138,11.74,1.1875,0.2075,2.065,0.5575,1.871
10/11/2019,14.7818,138,12.03,1.3325,0.2225,2.305,0.5825,1.87
10/4/2019,15.0578,143,11.7625,1.4275,0.2325,2.445,0.605,1.872
9/27/2019,15.128,140,13.4925,1.475,0.2675,2.56,0.7175,2.083
9/20/2019,14.9338,138,13.505,1.3275,0.26,2.3075,0.715,1.975
9/13/2019,14.5762,155,13.4675,1.4475,0.27,2.5175,0.73,2.065
9/6/2019,14.805,131,12.72,1.175,0.2275,2.01,0.625,2.215
8/30/2019,15.1876,151,14.3025,1.9825,0.25,3.425,0.6125,2.235
8/23/2019,15.2424,149,14.875,2.01,0.25,3.47,0.615,2.2
8/16/2019,15.3044,134,15.12,2.0925,0.2125,3.68,0.605,2.155
8/9/2019,15.253,135,17.7125,2.6575,0.2225,4.625,0.54,2.16
8/2/2019,14.7863,127,14.5125,1.895,0.19,3.3475,0.5425,2.205
7/26/2019,14.2955,126,13.9925,1.6525,0.3075,2.8475,0.8075,2.263
7/19/2019,13.935,122,11.36,1.2275,0.3125,2.115,0.84,2.43
7/12/2019,13.9583,124,12.905,1.4725,0.3225,2.53,0.84,2.43
7/5/2019,14.1773,124,13.02,1.37,0.305,2.37,0.8375,2.41
6/28/2019,14.0819,125,13.1525,1.5375,0.31,2.65,0.8,2.3839
